Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,Region,State,Category,Product,Quantity,Unit Price,Discount (%),Sales,Profit,Payment Mode,Sales Person,Year,Month,Quarter,DayOfWeek,Profit Margin
886,CUST1571,Customer_302,Corporate,2023-01-21,23-01-2023,Express,East,West Bengal,Furniture,Sofa,1,2461,5.0,2337.95,732.09,UPI,SalesPerson_22,2023,1,1,Saturday,31.313330054107237
887,CUST1173,Customer_329,Consumer,2022-02-11,17-02-2022,Standard,East,West Bengal,Furniture,Table,8,1033,0.0,8264.0,2736.17,UPI,SalesPerson_7,2022,2,1,Friday,33.109511132623425
888,CUST1649,Customer_305,Consumer,2024-07-07,08-07-2024,Same Day,North,Haryana,Furniture,Desk,8,2693,0.0,21544.0,3501.22,Credit Card,SalesPerson_1,2024,7,3,Sunday,16.251485332343112
889,CUST1385,Customer_257,Consumer,2024-07-24,28-07-2024,Standard,West,Rajasthan,Office Supplies,Pen,6,427,0.0,2562.0,266.38,Credit Card,SalesPerson_15,2024,7,3,Wednesday,10.39734582357533
890,CUST1484,Customer_492,Corporate,2024-10-06,08-10-2024,Same Day,South,Karnataka,Office Supplies,Pen,9,2579,5.0,22050.45,7114.91,UPI,SalesPerson_50,2024,10,4,Sunday,32.26650703273629
891,CUST1716,Customer_7,Consumer,2023-01-25,01-02-2023,Same Day,North,Punjab,Furniture,Table,4,359,15.0,1220.6,195.22,Debit Card,SalesPerson_21,2023,1,1,Wednesday,15.993773553989843
892,CUST1725,Customer_401,Home Office,2022-09-26,30-09-2022,Express,West,Gujarat,Electronics,Headphones,5,2833,5.0,13456.75,4375.05,Cash,SalesPerson_1,2022,9,3,Monday,32.51193638880116
893,CUST1179,Customer_437,Consumer,2022-08-26,29-08-2022,Standard,East,West Bengal,Electronics,Mobile,2,1708,0.0,3416.0,978.42,UPI,SalesPerson_35,2022,8,3,Friday,28.642271662763463
894,CUST1034,Customer_210,Home Office,2024-03-06,07-03-2024,Standard,South,Kerala,Office Supplies,Notebook,3,2867,15.0,7310.85,2163.69,Debit Card,SalesPerson_20,2024,3,1,Wednesday,29.59560105870042
895,CUST1793,Customer_28,Home Office,2024-01-28,02-02-2024,Same Day,South,Tamil Nadu,Furniture,Desk,2,2782,0.0,5564.0,532.13,Credit Card,SalesPerson_12,2024,1,1,Sunday,9.563803019410495
896,CUST1280,Customer_397,Consumer,2022-09-24,28-09-2022,Same Day,East,Assam,Furniture,Sofa,6,2794,5.0,15925.8,3544.54,UPI,SalesPerson_30,2022,9,3,Saturday,22.2565899358274
897,CUST1828,Customer_260,Consumer,2022-09-18,24-09-2022,Express,South,Tamil Nadu,Furniture,Sofa,8,1228,10.0,8841.6,2253.23,Net Banking,SalesPerson_3,2022,9,3,Sunday,25.484414585595367
898,CUST1748,Customer_182,Home Office,2024-11-09,14-11-2024,Same Day,East,West Bengal,Furniture,Desk,8,2960,15.0,20128.0,1780.71,Credit Card,SalesPerson_16,2024,11,4,Saturday,8.846929650238474
899,CUST1946,Customer_25,Consumer,2024-01-25,31-01-2024,Standard,West,Gujarat,Electronics,Tablet,6,1174,5.0,6691.8,2159.94,Credit Card,SalesPerson_30,2024,1,1,Thursday,32.27741414865955
900,CUST1422,Customer_431,Consumer,2023-09-13,15-09-2023,Same Day,South,Karnataka,Office Supplies,Pen,6,1677,5.0,9558.9,1605.33,UPI,SalesPerson_10,2023,9,3,Wednesday,16.794087185764052
901,CUST1513,Customer_381,Corporate,2023-04-15,21-04-2023,Standard,South,Karnataka,Office Supplies,Notebook,6,1523,0.0,9138.0,1527.98,Cash,SalesPerson_7,2023,4,2,Saturday,16.721164368570804
902,CUST1942,Customer_259,Home Office,2024-04-23,28-04-2024,Standard,West,Gujarat,Electronics,Laptop,10,531,10.0,4779.0,1314.12,Debit Card,SalesPerson_43,2024,4,2,Tuesday,27.497802887633394
903,CUST1679,Customer_323,Home Office,2024-05-05,08-05-2024,Express,East,Odisha,Office Supplies,Printer Paper,9,1134,5.0,9695.7,1182.55,UPI,SalesPerson_22,2024,5,2,Sunday,12.196643873057127
904,CUST1360,Customer_266,Corporate,2023-06-15,21-06-2023,Same Day,West,Maharashtra,Electronics,Laptop,3,563,5.0,1604.55,226.85,Cash,SalesPerson_23,2023,6,2,Thursday,14.137920289177652
905,CUST1829,Customer_381,Consumer,2023-08-04,11-08-2023,Same Day,East,West Bengal,Furniture,Desk,8,2178,0.0,17424.0,5653.85,Debit Card,SalesPerson_34,2023,8,3,Friday,32.448634067952256
906,CUST1663,Customer_139,Home Office,2023-10-17,23-10-2023,Same Day,South,Karnataka,Electronics,Tablet,5,1274,0.0,6370.0,855.73,Net Banking,SalesPerson_18,2023,10,4,Tuesday,13.433751962323392
907,CUST1255,Customer_105,Consumer,2023-09-29,05-10-2023,Same Day,South,Tamil Nadu,Electronics,Laptop,2,1942,0.0,3884.0,1047.93,Credit Card,SalesPerson_27,2023,9,3,Friday,26.980690010298662
908,CUST1840,Customer_226,Home Office,2024-09-24,28-09-2024,Express,West,Rajasthan,Electronics,Mobile,9,430,15.0,3289.5,689.8,Cash,SalesPerson_13,2024,9,3,Tuesday,20.96975224198206
909,CUST1898,Customer_474,Corporate,2022-09-27,01-10-2022,Express,South,Karnataka,Electronics,Headphones,7,2910,15.0,17314.5,2988.84,UPI,SalesPerson_29,2022,9,3,Tuesday,17.262063588321926
910,CUST1627,Customer_85,Home Office,2024-05-28,02-06-2024,Same Day,North,Delhi,Electronics,Laptop,8,547,10.0,3938.4,756.93,Net Banking,SalesPerson_2,2024,5,2,Tuesday,19.219226081657524
911,CUST1562,Customer_386,Corporate,2022-11-23,27-11-2022,Express,East,West Bengal,Electronics,Headphones,7,1843,0.0,12901.0,4169.15,Net Banking,SalesPerson_8,2022,11,4,Wednesday,32.316487094023714
912,CUST1663,Customer_260,Consumer,2022-03-10,14-03-2022,Express,West,Maharashtra,Office Supplies,Notebook,4,2446,10.0,8805.6,1764.5,UPI,SalesPerson_30,2022,3,1,Thursday,20.03838466430453
913,CUST1889,Customer_9,Corporate,2023-07-01,02-07-2023,Express,North,Delhi,Office Supplies,Printer Paper,8,2932,10.0,21110.4,6835.53,Net Banking,SalesPerson_38,2023,7,3,Saturday,32.37991700773078
914,CUST1840,Customer_188,Corporate,2024-05-24,29-05-2024,Same Day,West,Rajasthan,Office Supplies,Notebook,2,699,15.0,1188.3,392.34,Cash,SalesPerson_34,2024,5,2,Friday,33.016914920474626
915,CUST1227,Customer_148,Consumer,2023-04-05,12-04-2023,Standard,South,Kerala,Office Supplies,Pen,1,1426,10.0,1283.4,422.04,UPI,SalesPerson_16,2023,4,2,Wednesday,32.88452547919589
916,CUST1525,Customer_52,Corporate,2024-08-20,25-08-2024,Same Day,West,Maharashtra,Office Supplies,Pen,5,468,10.0,2106.0,472.5,Cash,SalesPerson_13,2024,8,3,Tuesday,22.435897435897438
917,CUST1442,Customer_369,Home Office,2024-12-09,13-12-2024,Standard,South,Karnataka,Furniture,Desk,6,242,10.0,1306.8,436.76,Net Banking,SalesPerson_41,2024,12,4,Monday,33.42209978573615
918,CUST1571,Customer_340,Home Office,2023-07-19,23-07-2023,Same Day,North,Delhi,Office Supplies,Printer Paper,9,1498,5.0,12807.9,2176.77,Debit Card,SalesPerson_1,2023,7,3,Wednesday,16.995526198674256
919,CUST1522,Customer_116,Home Office,2024-12-06,08-12-2024,Express,North,Punjab,Furniture,Table,4,2644,10.0,9518.4,1476.49,Cash,SalesPerson_26,2024,12,4,Friday,15.511955790889226
920,CUST1018,Customer_293,Consumer,2022-11-28,05-12-2022,Same Day,North,Delhi,Furniture,Chair,10,1046,10.0,9414.0,685.56,Credit Card,SalesPerson_2,2022,11,4,Monday,7.282345442957297
921,CUST1328,Customer_24,Consumer,2023-10-26,27-10-2023,Standard,East,West Bengal,Electronics,Laptop,8,2318,5.0,17616.8,1855.39,Net Banking,SalesPerson_11,2023,10,4,Thursday,10.531935425275874
922,CUST1899,Customer_90,Corporate,2022-06-07,09-06-2022,Standard,South,Tamil Nadu,Electronics,Headphones,7,1011,10.0,6369.3,2016.51,Cash,SalesPerson_14,2022,6,2,Tuesday,31.65983703075691
923,CUST1991,Customer_492,Home Office,2024-11-10,17-11-2024,Standard,East,Odisha,Office Supplies,Printer Paper,6,887,10.0,4789.8,1158.79,Credit Card,SalesPerson_44,2024,11,4,Sunday,24.19286817821203
924,CUST1082,Customer_173,Corporate,2023-03-09,12-03-2023,Express,East,West Bengal,Electronics,Headphones,5,691,10.0,3109.5,578.03,Net Banking,SalesPerson_27,2023,3,1,Thursday,18.589162244733878
925,CUST1011,Customer_304,Corporate,2022-03-26,29-03-2022,Same Day,West,Gujarat,Office Supplies,Printer Paper,10,1045,15.0,8882.5,3069.72,Credit Card,SalesPerson_46,2022,3,1,Saturday,34.559189417393746
926,CUST1643,Customer_194,Home Office,2024-07-30,02-08-2024,Same Day,West,Maharashtra,Office Supplies,Notebook,7,2309,5.0,15354.85,4614.35,Debit Card,SalesPerson_39,2024,7,3,Tuesday,30.051416979000123
927,CUST1527,Customer_164,Corporate,2024-06-19,25-06-2024,Same Day,West,Maharashtra,Electronics,Laptop,7,423,0.0,2961.0,735.18,Debit Card,SalesPerson_12,2024,6,2,Wednesday,24.828774062816613
928,CUST1247,Customer_382,Corporate,2022-01-27,31-01-2022,Same Day,West,Rajasthan,Office Supplies,Pen,10,143,10.0,1287.0,437.23,Debit Card,SalesPerson_40,2022,1,1,Thursday,33.97280497280498
929,CUST1343,Customer_456,Consumer,2022-02-03,05-02-2022,Same Day,West,Maharashtra,Furniture,Table,5,662,0.0,3310.0,382.15,Debit Card,SalesPerson_44,2022,2,1,Thursday,11.545317220543806
930,CUST1566,Customer_160,Home Office,2023-10-16,21-10-2023,Express,West,Maharashtra,Electronics,Tablet,7,2838,5.0,18872.7,1029.99,Net Banking,SalesPerson_5,2023,10,4,Monday,5.457565690123829
931,CUST1833,Customer_475,Home Office,2024-02-12,14-02-2024,Express,West,Rajasthan,Office Supplies,Printer Paper,3,205,10.0,553.5,64.06,Debit Card,SalesPerson_15,2024,2,1,Monday,11.573622402890695
932,CUST1879,Customer_470,Consumer,2024-02-27,04-03-2024,Express,West,Maharashtra,Office Supplies,Notebook,1,1298,5.0,1233.1,203.5,Debit Card,SalesPerson_45,2024,2,1,Tuesday,16.50312221231044
933,CUST1197,Customer_253,Corporate,2022-08-01,03-08-2022,Express,North,Punjab,Electronics,Tablet,7,1378,15.0,8199.1,1495.14,UPI,SalesPerson_28,2022,8,3,Monday,18.235416082252932
934,CUST1224,Customer_20,Home Office,2024-12-25,26-12-2024,Same Day,South,Tamil Nadu,Office Supplies,Binder,3,352,15.0,897.6,293.96,Credit Card,SalesPerson_7,2024,12,4,Wednesday,32.74955436720142
935,CUST1229,Customer_444,Consumer,2023-03-24,31-03-2023,Standard,North,Punjab,Furniture,Chair,9,1730,15.0,13234.5,1262.86,Debit Card,SalesPerson_3,2023,3,1,Friday,9.542181419774074
936,CUST1911,Customer_348,Consumer,2022-10-07,09-10-2022,Express,North,Delhi,Electronics,Tablet,5,2791,10.0,12559.5,2776.47,UPI,SalesPerson_2,2022,10,4,Friday,22.10653290337991
937,CUST1022,Customer_114,Home Office,2022-08-13,14-08-2022,Same Day,East,West Bengal,Office Supplies,Binder,7,2197,5.0,14610.05,4026.38,UPI,SalesPerson_16,2022,8,3,Saturday,27.55897481528126
938,CUST1748,Customer_305,Home Office,2023-05-14,16-05-2023,Standard,East,Assam,Furniture,Sofa,4,2747,5.0,10438.6,1098.35,Net Banking,SalesPerson_17,2023,5,2,Sunday,10.522004866552985
939,CUST1456,Customer_258,Corporate,2024-03-04,10-03-2024,Express,East,Assam,Furniture,Sofa,7,2448,15.0,14565.6,4723.98,Debit Card,SalesPerson_34,2024,3,1,Monday,32.43244356566156
940,CUST1868,Customer_421,Consumer,2024-06-02,09-06-2024,Express,East,Odisha,Electronics,Laptop,7,2088,15.0,12423.6,1302.32,Cash,SalesPerson_13,2024,6,2,Sunday,10.482629833542612
941,CUST1586,Customer_302,Consumer,2022-09-05,09-09-2022,Same Day,East,West Bengal,Furniture,Chair,8,1172,15.0,7969.6,1001.5,Credit Card,SalesPerson_1,2022,9,3,Monday,12.566502710299135
942,CUST1756,Customer_415,Consumer,2024-04-11,15-04-2024,Same Day,West,Maharashtra,Electronics,Mobile,10,2997,15.0,25474.5,1305.97,Cash,SalesPerson_18,2024,4,2,Thursday,5.126577557950107
943,CUST1277,Customer_458,Consumer,2022-06-18,19-06-2022,Same Day,East,West Bengal,Electronics,Tablet,1,766,15.0,651.1,37.55,Credit Card,SalesPerson_8,2022,6,2,Saturday,5.767163262171708
944,CUST1155,Customer_278,Consumer,2024-01-26,31-01-2024,Express,East,Odisha,Furniture,Sofa,9,2766,15.0,21159.9,4668.91,Net Banking,SalesPerson_14,2024,1,1,Friday,22.064896336939206
945,CUST1560,Customer_64,Home Office,2022-09-28,02-10-2022,Same Day,East,West Bengal,Electronics,Mobile,9,2724,15.0,20838.6,2503.56,Cash,SalesPerson_45,2022,9,3,Wednesday,12.01405084794564
946,CUST1548,Customer_344,Corporate,2023-06-29,05-07-2023,Standard,East,Assam,Furniture,Sofa,1,382,15.0,324.7,60.26,Credit Card,SalesPerson_28,2023,6,2,Thursday,18.558669541114874
947,CUST1751,Customer_454,Corporate,2023-01-04,11-01-2023,Same Day,West,Maharashtra,Office Supplies,Notebook,6,2236,10.0,12074.4,789.31,Debit Card,SalesPerson_17,2023,1,1,Wednesday,6.53705360100709
948,CUST1656,Customer_32,Home Office,2023-11-26,29-11-2023,Standard,North,Haryana,Furniture,Table,4,796,10.0,2865.6,399.69,Net Banking,SalesPerson_49,2023,11,4,Sunday,13.947864321608042
949,CUST1468,Customer_325,Corporate,2022-06-28,03-07-2022,Standard,West,Gujarat,Electronics,Tablet,5,2607,15.0,11079.75,1521.74,Net Banking,SalesPerson_16,2022,6,2,Tuesday,13.734425415735915
950,CUST1108,Customer_5,Home Office,2024-11-26,02-12-2024,Same Day,North,Haryana,Electronics,Laptop,10,1082,5.0,10279.0,2048.88,Cash,SalesPerson_29,2024,11,4,Tuesday,19.932678276096897
951,CUST1629,Customer_267,Corporate,2023-10-05,11-10-2023,Express,West,Gujarat,Electronics,Mobile,9,2264,5.0,19357.2,4568.41,Cash,SalesPerson_20,2023,10,4,Thursday,23.600572396834252
952,CUST1848,Customer_426,Consumer,2023-09-13,14-09-2023,Express,South,Tamil Nadu,Furniture,Chair,6,1106,0.0,6636.0,1106.48,Credit Card,SalesPerson_23,2023,9,3,Wednesday,16.673899939722723
953,CUST1790,Customer_376,Corporate,2023-09-07,14-09-2023,Standard,East,West Bengal,Furniture,Sofa,10,2910,0.0,29100.0,5944.97,UPI,SalesPerson_5,2023,9,3,Thursday,20.429450171821305
954,CUST1476,Customer_144,Consumer,2023-11-07,13-11-2023,Same Day,North,Punjab,Furniture,Table,8,996,15.0,6772.8,2313.99,UPI,SalesPerson_4,2023,11,4,Tuesday,34.16592841956059
955,CUST1124,Customer_146,Consumer,2022-10-20,26-10-2022,Same Day,South,Karnataka,Office Supplies,Binder,5,2267,0.0,11335.0,2244.78,Debit Card,SalesPerson_42,2022,10,4,Thursday,19.803970004411116
956,CUST1799,Customer_72,Home Office,2024-12-03,06-12-2024,Express,North,Haryana,Electronics,Tablet,4,550,0.0,2200.0,542.08,Debit Card,SalesPerson_14,2024,12,4,Tuesday,24.64
957,CUST1681,Customer_196,Consumer,2022-01-29,31-01-2022,Express,North,Delhi,Office Supplies,Notebook,2,519,5.0,986.1,76.0,Debit Card,SalesPerson_31,2022,1,1,Saturday,7.7071290944123305
958,CUST1123,Customer_140,Corporate,2023-04-09,10-04-2023,Standard,South,Kerala,Furniture,Sofa,3,968,15.0,2468.4,760.96,Cash,SalesPerson_23,2023,4,2,Sunday,30.828066763895638
959,CUST1175,Customer_204,Corporate,2023-03-01,02-03-2023,Same Day,East,West Bengal,Furniture,Desk,6,824,15.0,4202.4,238.44,Net Banking,SalesPerson_14,2023,3,1,Wednesday,5.673900628212451
960,CUST1338,Customer_260,Consumer,2023-05-15,16-05-2023,Express,East,Assam,Electronics,Mobile,4,2216,0.0,8864.0,875.84,Credit Card,SalesPerson_38,2023,5,2,Monday,9.88086642599278
961,CUST1738,Customer_407,Consumer,2022-08-16,21-08-2022,Standard,East,Assam,Office Supplies,Printer Paper,10,1293,5.0,12283.5,2676.96,Debit Card,SalesPerson_23,2022,8,3,Tuesday,21.793137135181343
962,CUST1430,Customer_259,Home Office,2024-08-11,12-08-2024,Express,West,Gujarat,Furniture,Sofa,2,696,5.0,1322.4,109.56,Debit Card,SalesPerson_36,2024,8,3,Sunday,8.284936479128856
963,CUST1147,Customer_132,Home Office,2022-12-10,13-12-2022,Express,West,Gujarat,Office Supplies,Notebook,1,671,0.0,671.0,119.76,Net Banking,SalesPerson_10,2022,12,4,Saturday,17.847988077496275
964,CUST1151,Customer_58,Corporate,2024-01-12,19-01-2024,Express,North,Delhi,Office Supplies,Binder,6,111,15.0,566.1,170.46,Cash,SalesPerson_2,2024,1,1,Friday,30.111287758346585
965,CUST1221,Customer_88,Consumer,2024-08-14,20-08-2024,Same Day,East,West Bengal,Electronics,Headphones,1,1618,0.0,1618.0,338.07,Credit Card,SalesPerson_30,2024,8,3,Wednesday,20.894313967861557
966,CUST1560,Customer_183,Home Office,2023-07-10,13-07-2023,Standard,North,Haryana,Office Supplies,Binder,8,1363,5.0,10358.8,3303.42,Net Banking,SalesPerson_7,2023,7,3,Monday,31.88998725721126
967,CUST1306,Customer_126,Corporate,2024-06-09,16-06-2024,Same Day,South,Kerala,Office Supplies,Printer Paper,2,1306,0.0,2612.0,779.02,UPI,SalesPerson_19,2024,6,2,Sunday,29.824655436447166
968,CUST1737,Customer_207,Corporate,2023-01-20,27-01-2023,Same Day,West,Maharashtra,Electronics,Tablet,8,2300,10.0,16560.0,3352.83,Net Banking,SalesPerson_22,2023,1,1,Friday,20.246557971014493
969,CUST1668,Customer_477,Consumer,2024-06-09,16-06-2024,Express,South,Karnataka,Electronics,Headphones,1,1059,5.0,1006.05,99.32,Net Banking,SalesPerson_3,2024,6,2,Sunday,9.872272749863328
970,CUST1234,Customer_376,Consumer,2022-06-07,11-06-2022,Express,West,Rajasthan,Office Supplies,Printer Paper,7,950,0.0,6650.0,1812.99,Credit Card,SalesPerson_41,2022,6,2,Tuesday,27.263007518796993
971,CUST1383,Customer_415,Home Office,2024-06-12,17-06-2024,Express,West,Gujarat,Office Supplies,Printer Paper,6,1900,5.0,10830.0,2578.63,Credit Card,SalesPerson_13,2024,6,2,Wednesday,23.810064635272393
972,CUST1314,Customer_154,Consumer,2024-09-26,01-10-2024,Standard,West,Gujarat,Office Supplies,Pen,6,833,0.0,4998.0,1128.72,Debit Card,SalesPerson_6,2024,9,3,Thursday,22.58343337334934
973,CUST1757,Customer_243,Corporate,2022-09-06,09-09-2022,Same Day,South,Tamil Nadu,Office Supplies,Binder,10,1097,5.0,10421.5,1280.21,Debit Card,SalesPerson_11,2022,9,3,Tuesday,12.284316077340113
974,CUST1706,Customer_15,Consumer,2023-11-20,25-11-2023,Standard,West,Gujarat,Furniture,Sofa,8,2138,0.0,17104.0,2693.74,Cash,SalesPerson_31,2023,11,4,Monday,15.749181478016839
975,CUST1833,Customer_7,Home Office,2024-12-19,21-12-2024,Same Day,North,Punjab,Office Supplies,Binder,6,1000,15.0,5100.0,975.71,UPI,SalesPerson_13,2024,12,4,Thursday,19.13156862745098
976,CUST1709,Customer_426,Consumer,2024-01-27,03-02-2024,Same Day,West,Maharashtra,Office Supplies,Notebook,4,964,15.0,3277.6,185.43,Debit Card,SalesPerson_10,2024,1,1,Saturday,5.6574932877715405
977,CUST1976,Customer_167,Consumer,2024-10-08,10-10-2024,Standard,South,Tamil Nadu,Office Supplies,Binder,10,800,10.0,7200.0,2513.08,Cash,SalesPerson_32,2024,10,4,Tuesday,34.903888888888886
978,CUST1004,Customer_296,Home Office,2024-08-21,24-08-2024,Express,North,Haryana,Furniture,Desk,6,262,0.0,1572.0,250.19,Net Banking,SalesPerson_8,2024,8,3,Wednesday,15.915394402035624
979,CUST1932,Customer_419,Consumer,2023-05-21,26-05-2023,Standard,South,Kerala,Office Supplies,Binder,6,1012,10.0,5464.8,1314.54,Cash,SalesPerson_23,2023,5,2,Sunday,24.054677206851117
980,CUST1681,Customer_81,Corporate,2023-01-23,27-01-2023,Express,East,Odisha,Furniture,Chair,10,2639,5.0,25070.5,4121.09,Cash,SalesPerson_49,2023,1,1,Monday,16.438004826389584
981,CUST1091,Customer_389,Corporate,2023-09-24,25-09-2023,Standard,North,Punjab,Furniture,Table,4,1970,0.0,7880.0,791.64,Cash,SalesPerson_13,2023,9,3,Sunday,10.046192893401015
982,CUST1278,Customer_463,Consumer,2022-07-06,09-07-2022,Express,South,Tamil Nadu,Office Supplies,Printer Paper,6,1022,0.0,6132.0,1097.6,Credit Card,SalesPerson_44,2022,7,3,Wednesday,17.899543378995432
983,CUST1209,Customer_90,Home Office,2023-09-09,13-09-2023,Same Day,South,Kerala,Electronics,Tablet,2,2603,15.0,4425.1,1094.42,Net Banking,SalesPerson_25,2023,9,3,Saturday,24.732096449797744
984,CUST1692,Customer_66,Home Office,2023-02-01,05-02-2023,Same Day,East,Assam,Furniture,Chair,10,1698,5.0,16131.0,2220.98,Cash,SalesPerson_33,2023,2,1,Wednesday,13.768396255656809
985,CUST1950,Customer_122,Home Office,2022-11-29,30-11-2022,Standard,East,Assam,Furniture,Chair,6,2452,15.0,12505.2,1346.63,Credit Card,SalesPerson_17,2022,11,4,Tuesday,10.768560278923967
986,CUST1796,Customer_427,Corporate,2024-09-01,07-09-2024,Express,South,Kerala,Electronics,Mobile,3,825,10.0,2227.5,510.44,Net Banking,SalesPerson_36,2024,9,3,Sunday,22.915375982042647
987,CUST1924,Customer_239,Corporate,2022-06-18,21-06-2022,Same Day,North,Delhi,Electronics,Mobile,3,623,0.0,1869.0,391.29,Net Banking,SalesPerson_42,2022,6,2,Saturday,20.93579454253612
988,CUST1505,Customer_330,Home Office,2023-05-26,02-06-2023,Standard,East,West Bengal,Furniture,Sofa,7,985,5.0,6550.25,1248.56,Cash,SalesPerson_26,2023,5,2,Friday,19.061257203923514
989,CUST1603,Customer_175,Consumer,2024-08-19,26-08-2024,Express,South,Tamil Nadu,Office Supplies,Printer Paper,7,1407,0.0,9849.0,1974.73,Debit Card,SalesPerson_25,2024,8,3,Monday,20.050055843232816
990,CUST1698,Customer_99,Corporate,2024-02-27,04-03-2024,Same Day,East,Assam,Electronics,Laptop,10,2323,5.0,22068.5,1770.76,Debit Card,SalesPerson_50,2024,2,1,Tuesday,8.023925504678614
991,CUST1890,Customer_68,Consumer,2023-06-03,07-06-2023,Standard,East,Assam,Furniture,Sofa,10,1497,10.0,13473.0,4103.52,UPI,SalesPerson_25,2023,6,2,Saturday,30.457359162769986
992,CUST1354,Customer_83,Consumer,2022-02-08,13-02-2022,Express,West,Maharashtra,Office Supplies,Pen,2,2272,15.0,3862.4,345.56,UPI,SalesPerson_33,2022,2,1,Tuesday,8.946768848384425
993,CUST1041,Customer_295,Home Office,2023-03-15,18-03-2023,Standard,South,Karnataka,Office Supplies,Pen,6,443,15.0,2259.3,142.24,Credit Card,SalesPerson_48,2023,3,1,Wednesday,6.295755322445006
994,CUST1160,Customer_183,Corporate,2024-04-02,03-04-2024,Standard,South,Kerala,Electronics,Tablet,2,1122,5.0,2131.8,403.5,UPI,SalesPerson_21,2024,4,2,Tuesday,18.927666760484097
995,CUST1735,Customer_82,Consumer,2023-06-10,11-06-2023,Same Day,North,Delhi,Furniture,Sofa,10,2257,5.0,21441.5,5388.91,Credit Card,SalesPerson_1,2023,6,2,Saturday,25.13308303989926
996,CUST1483,Customer_65,Corporate,2024-05-27,03-06-2024,Express,East,West Bengal,Electronics,Mobile,3,2298,5.0,6549.3,587.75,Cash,SalesPerson_34,2024,5,2,Monday,8.974241521994717
997,CUST1038,Customer_200,Home Office,2024-05-11,15-05-2024,Express,West,Rajasthan,Office Supplies,Binder,4,2615,0.0,10460.0,811.93,UPI,SalesPerson_8,2024,5,2,Saturday,7.762237093690248
998,CUST1661,Customer_180,Home Office,2024-01-03,04-01-2024,Same Day,South,Kerala,Office Supplies,Pen,6,1522,10.0,8218.8,848.98,Cash,SalesPerson_8,2024,1,1,Wednesday,10.329731834331048
999,CUST1242,Customer_416,Corporate,2023-01-31,01-02-2023,Same Day,West,Gujarat,Electronics,Mobile,10,2739,15.0,23281.5,1926.76,Credit Card,SalesPerson_9,2023,1,1,Tuesday,8.275927238365226
1000,CUST1964,Customer_104,Home Office,2024-10-28,04-11-2024,Standard,East,West Bengal,Furniture,Chair,1,2880,10.0,2592.0,715.06,UPI,SalesPerson_6,2024,10,4,Monday,27.587191358024686
1001,CUST1009,Customer_97,Corporate,2023-01-16,18-01-2023,Standard,South,Tamil Nadu,Office Supplies,Notebook,5,666,0.0,3330.0,914.81,UPI,SalesPerson_17,2023,1,1,Monday,27.47177177177177
1002,CUST1957,Customer_136,Corporate,2023-12-02,05-12-2023,Standard,North,Delhi,Furniture,Sofa,1,2226,10.0,2003.4,646.09,Debit Card,SalesPerson_32,2023,12,4,Saturday,32.24967555156235
1003,CUST1618,Customer_81,Home Office,2024-03-02,05-03-2024,Express,West,Rajasthan,Furniture,Sofa,1,944,5.0,896.8,180.1,Credit Card,SalesPerson_44,2024,3,1,Saturday,20.082515611061552
1004,CUST1236,Customer_241,Home Office,2022-11-27,29-11-2022,Standard,North,Punjab,Electronics,Laptop,7,466,0.0,3262.0,584.08,UPI,SalesPerson_5,2022,11,4,Sunday,17.905579399141633
1005,CUST1019,Customer_154,Corporate,2024-01-07,08-01-2024,Express,East,Odisha,Office Supplies,Pen,7,2531,5.0,16831.15,5394.53,Net Banking,SalesPerson_9,2024,1,1,Sunday,32.0508699643221
1006,CUST1427,Customer_148,Consumer,2022-03-12,14-03-2022,Standard,West,Rajasthan,Office Supplies,Printer Paper,10,173,5.0,1643.5,273.1,UPI,SalesPerson_47,2022,3,1,Saturday,16.61697596592638
1007,CUST1116,Customer_166,Home Office,2024-12-10,12-12-2024,Express,East,Assam,Electronics,Mobile,2,1591,0.0,3182.0,231.27,Credit Card,SalesPerson_8,2024,12,4,Tuesday,7.268070395977373
1008,CUST1233,Customer_496,Corporate,2023-12-25,28-12-2023,Same Day,East,Assam,Electronics,Laptop,10,1270,0.0,12700.0,2811.38,Credit Card,SalesPerson_43,2023,12,4,Monday,22.136850393700787
1009,CUST1836,Customer_277,Corporate,2023-08-19,20-08-2023,Express,South,Karnataka,Electronics,Headphones,7,1269,15.0,7550.55,1244.85,Net Banking,SalesPerson_48,2023,8,3,Saturday,16.48687843931899
1010,CUST1589,Customer_365,Corporate,2023-02-02,09-02-2023,Standard,East,Assam,Electronics,Tablet,3,2085,5.0,5942.25,1550.01,Debit Card,SalesPerson_27,2023,2,1,Thursday,26.084563927805128
1011,CUST1356,Customer_394,Home Office,2024-01-20,23-01-2024,Same Day,South,Karnataka,Electronics,Mobile,9,2550,0.0,22950.0,4528.41,Net Banking,SalesPerson_32,2024,1,1,Saturday,19.731633986928106
1012,CUST1512,Customer_119,Home Office,2024-04-21,26-04-2024,Standard,North,Delhi,Furniture,Sofa,9,2830,10.0,22923.0,1935.69,Credit Card,SalesPerson_19,2024,4,2,Sunday,8.444313571522052
1013,CUST1863,Customer_186,Home Office,2022-06-01,05-06-2022,Express,South,Kerala,Electronics,Mobile,3,2507,10.0,6768.9,1379.98,Net Banking,SalesPerson_29,2022,6,2,Wednesday,20.38706436791798
