Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,Region,State,Category,Product,Quantity,Unit Price,Discount (%),Sales,Profit,Payment Mode,Sales Person
2028,CUST1597,Customer_1,Home Office,28-05-2024,03-06-2024,Express,East,Odisha,Electronics,Tablet,6,974,0,5844,898.88,Net Banking,SalesPerson_2
2029,CUST1030,Customer_340,Home Office,05-01-2023,10-01-2023,Standard,West,Rajasthan,Furniture,Chair,10,1675,0,16750,5672.71,Net Banking,SalesPerson_7
2030,CUST1885,Customer_412,Home Office,19-03-2024,21-03-2024,Express,North,Haryana,Electronics,Laptop,5,2183,0,10915,1639.1,Debit Card,SalesPerson_27
2031,CUST1303,Customer_214,Corporate,08-01-2024,15-01-2024,Standard,West,Gujarat,Electronics,Laptop,2,828,10,1490.4,502.45,Debit Card,SalesPerson_34
2032,CUST1987,Customer_326,Home Office,07-12-2023,13-12-2023,Express,South,Kerala,Office Supplies,Pen,7,560,5,3724,629.79,Net Banking,SalesPerson_8
2033,CUST1226,Customer_99,Consumer,06-05-2024,07-05-2024,Standard,South,Kerala,Electronics,Mobile,8,2388,5,18148.8,5021.4,Cash,SalesPerson_22
2034,CUST1790,Customer_92,Corporate,05-03-2024,08-03-2024,Same Day,West,Rajasthan,Office Supplies,Binder,10,2966,5,28177,1849.3,UPI,SalesPerson_25
2035,CUST1270,Customer_438,Home Office,17-05-2022,23-05-2022,Standard,South,Karnataka,Office Supplies,Notebook,8,951,15,6466.8,950.92,Credit Card,SalesPerson_8
2036,CUST1726,Customer_210,Corporate,26-06-2023,03-07-2023,Standard,East,West Bengal,Office Supplies,Pen,4,200,15,680,60.21,Cash,SalesPerson_42
2037,CUST1049,Customer_152,Consumer,15-02-2022,18-02-2022,Same Day,North,Delhi,Electronics,Mobile,6,2870,5,16359,4657.82,Cash,SalesPerson_30
2038,CUST1076,Customer_226,Corporate,28-03-2023,30-03-2023,Express,West,Maharashtra,Furniture,Desk,1,458,10,412.2,49.74,Cash,SalesPerson_44
2039,CUST1560,Customer_26,Corporate,14-05-2024,16-05-2024,Express,North,Delhi,Furniture,Sofa,7,1543,5,10260.95,3124.15,Debit Card,SalesPerson_27
2040,CUST1157,Customer_491,Corporate,21-11-2024,26-11-2024,Express,South,Karnataka,Office Supplies,Pen,3,2733,10,7379.1,1792.1,Cash,SalesPerson_41
2041,CUST1749,Customer_422,Home Office,22-04-2024,26-04-2024,Standard,West,Gujarat,Furniture,Desk,1,2159,0,2159,115.95,UPI,SalesPerson_41
2042,CUST1867,Customer_205,Corporate,18-06-2022,19-06-2022,Express,South,Tamil Nadu,Electronics,Mobile,1,2195,15,1865.75,235.58,Net Banking,SalesPerson_6
2043,CUST1948,Customer_367,Corporate,24-09-2023,29-09-2023,Standard,West,Gujarat,Electronics,Tablet,4,908,5,3450.4,519.66,UPI,SalesPerson_49
2044,CUST1644,Customer_461,Consumer,19-09-2023,23-09-2023,Express,South,Tamil Nadu,Furniture,Table,4,1368,15,4651.2,974.17,Net Banking,SalesPerson_16
2045,CUST1916,Customer_379,Corporate,25-12-2022,31-12-2022,Express,East,Odisha,Furniture,Desk,5,2823,10,12703.5,717.47,Cash,SalesPerson_4
2046,CUST1750,Customer_366,Home Office,14-06-2022,19-06-2022,Express,West,Maharashtra,Furniture,Chair,8,2234,5,16978.4,5691.24,Credit Card,SalesPerson_9
2047,CUST1810,Customer_21,Corporate,15-04-2024,18-04-2024,Express,South,Karnataka,Office Supplies,Printer Paper,3,746,0,2238,617.19,Debit Card,SalesPerson_49
2048,CUST1807,Customer_455,Consumer,19-11-2024,23-11-2024,Express,East,West Bengal,Furniture,Desk,1,1024,15,870.4,65.12,Cash,SalesPerson_33
2049,CUST1301,Customer_283,Consumer,18-10-2024,25-10-2024,Standard,North,Haryana,Office Supplies,Pen,10,431,15,3663.5,910.79,Cash,SalesPerson_41
2050,CUST1822,Customer_195,Corporate,10-05-2023,15-05-2023,Same Day,East,Assam,Office Supplies,Printer Paper,5,2937,15,12482.25,2517.29,Debit Card,SalesPerson_19
2051,CUST1571,Customer_65,Corporate,28-07-2023,03-08-2023,Same Day,North,Haryana,Electronics,Laptop,3,2090,0,6270,905,Debit Card,SalesPerson_23
2052,CUST1063,Customer_496,Consumer,30-10-2022,05-11-2022,Standard,South,Karnataka,Office Supplies,Binder,3,1275,0,3825,627.88,UPI,SalesPerson_37
2053,CUST1919,Customer_469,Corporate,25-12-2022,01-01-2023,Express,East,Odisha,Furniture,Table,4,971,10,3495.6,470.04,Credit Card,SalesPerson_10
2054,CUST1449,Customer_372,Corporate,30-04-2022,01-05-2022,Standard,South,Tamil Nadu,Office Supplies,Pen,9,2154,5,18416.7,1800.73,Net Banking,SalesPerson_15
2055,CUST1039,Customer_423,Corporate,11-03-2023,16-03-2023,Same Day,North,Punjab,Furniture,Desk,9,181,10,1466.1,402.64,Net Banking,SalesPerson_46
2056,CUST1885,Customer_389,Home Office,19-09-2022,24-09-2022,Same Day,West,Gujarat,Electronics,Mobile,8,750,10,5400,1367.73,UPI,SalesPerson_31
2057,CUST1967,Customer_272,Home Office,09-01-2023,16-01-2023,Standard,East,West Bengal,Office Supplies,Notebook,6,931,10,5027.4,564.24,UPI,SalesPerson_33
2058,CUST1374,Customer_495,Consumer,29-04-2024,06-05-2024,Standard,West,Gujarat,Furniture,Sofa,10,2981,5,28319.5,2394.55,Debit Card,SalesPerson_12
2059,CUST1186,Customer_73,Home Office,20-10-2022,24-10-2022,Same Day,East,West Bengal,Electronics,Headphones,10,821,5,7799.5,1667.82,Credit Card,SalesPerson_6
2060,CUST1898,Customer_91,Consumer,22-12-2023,28-12-2023,Express,North,Punjab,Electronics,Tablet,1,2477,0,2477,844.09,Credit Card,SalesPerson_37
2061,CUST1809,Customer_366,Corporate,08-05-2024,10-05-2024,Same Day,West,Maharashtra,Electronics,Headphones,2,1768,5,3359.2,1092.03,Credit Card,SalesPerson_2
2062,CUST1734,Customer_158,Consumer,26-08-2022,27-08-2022,Same Day,East,Odisha,Office Supplies,Notebook,1,2887,15,2453.95,637.12,Debit Card,SalesPerson_19
2063,CUST1792,Customer_150,Home Office,20-07-2023,26-07-2023,Standard,West,Maharashtra,Electronics,Headphones,5,2447,5,11623.25,1687.47,UPI,SalesPerson_16
2064,CUST1799,Customer_22,Home Office,25-10-2024,31-10-2024,Same Day,North,Punjab,Furniture,Chair,10,1446,0,14460,3889.71,Net Banking,SalesPerson_48
2065,CUST1791,Customer_30,Home Office,31-12-2022,06-01-2023,Express,North,Delhi,Furniture,Sofa,4,443,5,1683.4,122.88,Cash,SalesPerson_31
2066,CUST1107,Customer_237,Corporate,07-05-2023,14-05-2023,Express,South,Tamil Nadu,Office Supplies,Notebook,8,1628,15,11070.4,2853.47,Cash,SalesPerson_25
2067,CUST1110,Customer_420,Home Office,01-12-2024,05-12-2024,Standard,East,Assam,Office Supplies,Pen,7,2345,10,14773.5,2320.9,UPI,SalesPerson_1
2068,CUST1833,Customer_186,Home Office,26-05-2024,02-06-2024,Standard,West,Maharashtra,Furniture,Table,9,709,10,5742.9,1014.15,Debit Card,SalesPerson_33
2069,CUST1470,Customer_19,Corporate,12-01-2022,19-01-2022,Express,North,Haryana,Furniture,Chair,3,1408,0,4224,700.77,Net Banking,SalesPerson_28
2070,CUST1681,Customer_275,Home Office,18-11-2024,20-11-2024,Same Day,North,Delhi,Office Supplies,Pen,5,2217,0,11085,2474.09,Debit Card,SalesPerson_10
2071,CUST1527,Customer_89,Home Office,10-06-2024,17-06-2024,Same Day,East,Assam,Furniture,Desk,5,1153,5,5476.75,1200.25,Debit Card,SalesPerson_26
2072,CUST1630,Customer_306,Corporate,06-01-2024,13-01-2024,Standard,East,Odisha,Office Supplies,Binder,9,2097,5,17929.35,4046.44,Cash,SalesPerson_6
2073,CUST1775,Customer_480,Home Office,23-08-2023,26-08-2023,Same Day,West,Rajasthan,Office Supplies,Pen,6,2348,5,13383.6,1013.03,Credit Card,SalesPerson_18
2074,CUST1611,Customer_371,Consumer,04-05-2023,11-05-2023,Same Day,North,Haryana,Furniture,Sofa,3,1566,15,3993.3,1339.84,UPI,SalesPerson_14
2075,CUST1671,Customer_67,Corporate,12-03-2023,19-03-2023,Same Day,North,Delhi,Office Supplies,Notebook,6,2318,10,12517.2,2495.26,UPI,SalesPerson_43
2076,CUST1169,Customer_482,Home Office,26-02-2022,28-02-2022,Same Day,West,Rajasthan,Furniture,Chair,3,767,10,2070.9,451.1,Credit Card,SalesPerson_12
2077,CUST1975,Customer_103,Consumer,11-10-2023,14-10-2023,Express,East,West Bengal,Office Supplies,Binder,4,2688,10,9676.8,1259.02,UPI,SalesPerson_6
2078,CUST1707,Customer_408,Corporate,01-08-2022,06-08-2022,Standard,West,Maharashtra,Electronics,Mobile,1,2083,15,1770.55,309.3,Net Banking,SalesPerson_42
2079,CUST1725,Customer_5,Corporate,22-02-2024,24-02-2024,Express,North,Punjab,Office Supplies,Notebook,9,971,10,7865.1,1413.8,Debit Card,SalesPerson_10
2080,CUST1522,Customer_94,Corporate,15-08-2023,21-08-2023,Standard,West,Maharashtra,Electronics,Laptop,2,1582,15,2689.4,435.25,UPI,SalesPerson_1
2081,CUST1874,Customer_266,Corporate,14-08-2024,21-08-2024,Express,North,Haryana,Electronics,Laptop,10,792,10,7128,1596.8,Credit Card,SalesPerson_22
2082,CUST1842,Customer_368,Corporate,24-12-2022,30-12-2022,Standard,North,Haryana,Furniture,Table,5,314,10,1413,293.78,UPI,SalesPerson_25
2083,CUST1465,Customer_468,Home Office,31-08-2022,04-09-2022,Standard,North,Haryana,Furniture,Sofa,4,1228,15,4175.2,407.36,Cash,SalesPerson_36
2084,CUST1594,Customer_138,Home Office,14-11-2023,15-11-2023,Standard,West,Gujarat,Furniture,Table,3,1580,15,4029,222.59,Credit Card,SalesPerson_26
2085,CUST1741,Customer_349,Consumer,21-12-2024,24-12-2024,Same Day,North,Punjab,Furniture,Chair,6,159,15,810.9,96.52,Debit Card,SalesPerson_18
2086,CUST1224,Customer_319,Home Office,27-02-2024,28-02-2024,Express,West,Rajasthan,Furniture,Desk,1,2422,15,2058.7,385.22,Net Banking,SalesPerson_28
2087,CUST1333,Customer_256,Home Office,12-11-2024,14-11-2024,Same Day,North,Punjab,Furniture,Sofa,7,1664,5,11065.6,2005.62,Net Banking,SalesPerson_49
2088,CUST1771,Customer_29,Home Office,20-02-2024,21-02-2024,Standard,North,Punjab,Electronics,Headphones,5,2718,0,13590,3793.85,Cash,SalesPerson_27
2089,CUST1546,Customer_241,Home Office,25-07-2023,29-07-2023,Express,South,Kerala,Office Supplies,Binder,2,2635,5,5006.5,1704.58,UPI,SalesPerson_3
2090,CUST1204,Customer_302,Consumer,25-07-2023,31-07-2023,Express,West,Rajasthan,Electronics,Headphones,1,1780,0,1780,377.18,UPI,SalesPerson_29
2091,CUST1318,Customer_299,Corporate,14-11-2024,15-11-2024,Standard,North,Haryana,Electronics,Laptop,9,2108,15,16126.2,2009.85,Cash,SalesPerson_44
2092,CUST1207,Customer_70,Home Office,02-06-2022,04-06-2022,Standard,West,Maharashtra,Furniture,Table,1,2380,0,2380,742.86,Cash,SalesPerson_28
2093,CUST1889,Customer_179,Consumer,06-09-2023,08-09-2023,Standard,South,Tamil Nadu,Office Supplies,Binder,7,2999,5,19943.35,5114.59,Credit Card,SalesPerson_9
2094,CUST1453,Customer_220,Home Office,19-01-2022,26-01-2022,Express,East,Odisha,Furniture,Table,9,2369,0,21321,5804.28,Credit Card,SalesPerson_47
2095,CUST1559,Customer_127,Corporate,11-12-2024,13-12-2024,Standard,North,Punjab,Furniture,Sofa,4,1698,10,6112.8,2026.4,UPI,SalesPerson_28
2096,CUST1537,Customer_172,Home Office,16-12-2022,22-12-2022,Same Day,East,Odisha,Electronics,Headphones,6,670,5,3819,658.88,Debit Card,SalesPerson_27
2097,CUST1026,Customer_261,Corporate,23-05-2024,26-05-2024,Express,South,Tamil Nadu,Furniture,Chair,8,1344,0,10752,2805.38,Cash,SalesPerson_31
2098,CUST1648,Customer_182,Home Office,21-03-2022,23-03-2022,Same Day,West,Maharashtra,Office Supplies,Binder,6,2682,10,14482.8,2508.71,Debit Card,SalesPerson_14
2099,CUST1763,Customer_356,Corporate,14-02-2022,21-02-2022,Express,West,Rajasthan,Furniture,Chair,3,1745,10,4711.5,998.36,Credit Card,SalesPerson_50
2100,CUST1343,Customer_489,Home Office,22-08-2022,25-08-2022,Express,North,Delhi,Furniture,Desk,3,1585,5,4517.25,1227.29,UPI,SalesPerson_41
2101,CUST1577,Customer_353,Consumer,03-05-2024,07-05-2024,Standard,East,Odisha,Office Supplies,Notebook,5,2531,5,12022.25,3402.18,UPI,SalesPerson_5
2102,CUST1663,Customer_121,Consumer,12-04-2024,13-04-2024,Standard,South,Tamil Nadu,Electronics,Mobile,5,1234,10,5553,1642.07,Cash,SalesPerson_38
2103,CUST1592,Customer_171,Corporate,22-02-2024,23-02-2024,Express,East,West Bengal,Electronics,Laptop,3,620,5,1767,536.04,Net Banking,SalesPerson_41
2104,CUST1419,Customer_400,Corporate,07-03-2024,13-03-2024,Same Day,East,Odisha,Electronics,Tablet,3,1445,15,3684.75,326.07,Credit Card,SalesPerson_2
2105,CUST1885,Customer_54,Corporate,19-06-2023,24-06-2023,Same Day,West,Gujarat,Electronics,Laptop,1,2991,10,2691.9,636.56,Credit Card,SalesPerson_2
2106,CUST1037,Customer_20,Corporate,31-03-2023,04-04-2023,Express,West,Rajasthan,Electronics,Laptop,8,1365,10,9828,1592.99,Credit Card,SalesPerson_7
2107,CUST1511,Customer_467,Consumer,23-12-2022,26-12-2022,Standard,South,Karnataka,Electronics,Laptop,9,2024,10,16394.4,1912.05,UPI,SalesPerson_43
2108,CUST1269,Customer_52,Consumer,09-02-2024,10-02-2024,Express,South,Kerala,Furniture,Table,5,2855,5,13561.25,3035.11,Credit Card,SalesPerson_1
2109,CUST1639,Customer_420,Consumer,20-08-2022,21-08-2022,Express,North,Haryana,Electronics,Mobile,10,769,15,6536.5,1383.82,Credit Card,SalesPerson_26
2110,CUST1923,Customer_147,Home Office,21-08-2022,23-08-2022,Express,West,Maharashtra,Electronics,Headphones,6,469,10,2532.6,572.16,Cash,SalesPerson_8
2111,CUST1306,Customer_243,Home Office,04-08-2024,05-08-2024,Standard,East,Odisha,Electronics,Mobile,1,455,10,409.5,31.31,Net Banking,SalesPerson_40
2112,CUST1049,Customer_485,Home Office,22-11-2023,29-11-2023,Same Day,West,Maharashtra,Electronics,Laptop,3,953,10,2573.1,249.6,Cash,SalesPerson_14
2113,CUST1366,Customer_29,Corporate,21-06-2023,22-06-2023,Same Day,East,West Bengal,Office Supplies,Pen,3,1337,5,3810.45,684.63,Credit Card,SalesPerson_48
2114,CUST1778,Customer_397,Consumer,22-08-2023,25-08-2023,Same Day,South,Karnataka,Office Supplies,Printer Paper,6,2070,10,11178,2759.71,UPI,SalesPerson_7
2115,CUST1860,Customer_396,Corporate,27-09-2024,02-10-2024,Same Day,North,Haryana,Electronics,Laptop,3,2996,10,8089.2,1083.66,UPI,SalesPerson_23
2116,CUST1227,Customer_143,Corporate,23-12-2024,24-12-2024,Same Day,East,West Bengal,Furniture,Sofa,5,1362,5,6469.5,1095.03,Debit Card,SalesPerson_6
2117,CUST1428,Customer_159,Corporate,16-12-2023,20-12-2023,Express,South,Karnataka,Electronics,Tablet,9,2714,5,23204.7,4311.47,Debit Card,SalesPerson_4
2118,CUST1220,Customer_422,Consumer,14-12-2024,17-12-2024,Standard,East,Assam,Electronics,Headphones,1,319,0,319,35.59,Net Banking,SalesPerson_46
2119,CUST1741,Customer_429,Corporate,01-11-2023,03-11-2023,Standard,East,Assam,Office Supplies,Pen,8,914,10,6580.8,1328.96,Cash,SalesPerson_39
2120,CUST1333,Customer_450,Corporate,07-10-2023,10-10-2023,Same Day,North,Haryana,Furniture,Table,10,244,0,2440,195.92,Net Banking,SalesPerson_3
2121,CUST1924,Customer_270,Corporate,23-10-2023,25-10-2023,Standard,South,Karnataka,Furniture,Chair,8,1805,10,12996,1124.47,Credit Card,SalesPerson_34
2122,CUST1840,Customer_411,Consumer,16-09-2023,20-09-2023,Express,East,West Bengal,Furniture,Sofa,2,1803,0,3606,298.58,Debit Card,SalesPerson_16
2123,CUST1867,Customer_327,Corporate,02-06-2022,09-06-2022,Express,North,Punjab,Electronics,Tablet,10,1960,15,16660,3514.57,Credit Card,SalesPerson_33
2124,CUST1024,Customer_397,Consumer,22-03-2024,29-03-2024,Same Day,North,Delhi,Office Supplies,Notebook,10,1755,5,16672.5,5803.87,Debit Card,SalesPerson_43
2125,CUST1116,Customer_11,Consumer,17-05-2024,19-05-2024,Standard,East,Assam,Office Supplies,Pen,4,2332,5,8861.6,1816.82,Cash,SalesPerson_50
2126,CUST1296,Customer_61,Consumer,08-04-2024,13-04-2024,Express,North,Delhi,Furniture,Desk,2,1129,10,2032.2,520.29,Cash,SalesPerson_38
2127,CUST1445,Customer_34,Corporate,13-09-2022,14-09-2022,Express,North,Delhi,Furniture,Sofa,6,978,5,5574.6,1355.74,Net Banking,SalesPerson_39
2128,CUST1434,Customer_488,Consumer,11-04-2022,13-04-2022,Same Day,East,Odisha,Electronics,Headphones,1,2239,10,2015.1,479.18,Credit Card,SalesPerson_15
2129,CUST1903,Customer_363,Home Office,07-12-2022,12-12-2022,Express,East,Assam,Furniture,Sofa,10,641,0,6410,2105.49,Debit Card,SalesPerson_19
2130,CUST1857,Customer_489,Home Office,21-10-2023,27-10-2023,Standard,East,Odisha,Electronics,Laptop,8,2069,5,15724.4,5210.9,Debit Card,SalesPerson_41
2131,CUST1267,Customer_91,Corporate,11-07-2024,13-07-2024,Express,South,Kerala,Office Supplies,Pen,8,2854,0,22832,5949.01,Credit Card,SalesPerson_17
2132,CUST1209,Customer_37,Corporate,22-04-2022,24-04-2022,Express,West,Maharashtra,Electronics,Tablet,5,303,15,1287.75,162.28,Cash,SalesPerson_36
2133,CUST1989,Customer_253,Consumer,13-07-2022,14-07-2022,Standard,South,Kerala,Electronics,Laptop,4,592,10,2131.2,390.67,Net Banking,SalesPerson_47
2134,CUST1367,Customer_384,Corporate,02-01-2024,07-01-2024,Same Day,West,Rajasthan,Furniture,Chair,1,619,10,557.1,128.12,Debit Card,SalesPerson_45
2135,CUST1323,Customer_6,Consumer,25-12-2023,01-01-2024,Same Day,North,Punjab,Furniture,Sofa,8,411,15,2794.8,205.57,Credit Card,SalesPerson_42
2136,CUST1496,Customer_136,Home Office,18-02-2022,21-02-2022,Same Day,East,Odisha,Furniture,Desk,6,1998,0,11988,3598.08,UPI,SalesPerson_6
2137,CUST1948,Customer_397,Home Office,19-09-2023,24-09-2023,Express,South,Karnataka,Office Supplies,Printer Paper,5,1665,0,8325,2369.15,UPI,SalesPerson_50
2138,CUST1948,Customer_95,Home Office,21-08-2023,26-08-2023,Same Day,East,Assam,Office Supplies,Binder,10,2240,10,20160,6547.6,Debit Card,SalesPerson_27
2139,CUST1688,Customer_460,Consumer,01-04-2024,08-04-2024,Standard,North,Punjab,Electronics,Mobile,2,2929,0,5858,1961.43,Credit Card,SalesPerson_21
2140,CUST1366,Customer_20,Home Office,09-10-2023,12-10-2023,Express,North,Punjab,Electronics,Headphones,1,939,15,798.15,248.57,Credit Card,SalesPerson_37
2141,CUST1954,Customer_400,Home Office,04-02-2022,11-02-2022,Standard,North,Haryana,Office Supplies,Binder,2,196,0,392,82.78,Debit Card,SalesPerson_34
2142,CUST1536,Customer_60,Consumer,01-05-2024,03-05-2024,Same Day,North,Punjab,Electronics,Tablet,6,799,0,4794,437.5,UPI,SalesPerson_32
2143,CUST1229,Customer_488,Consumer,10-05-2024,17-05-2024,Standard,West,Gujarat,Office Supplies,Binder,9,762,10,6172.2,2125.36,Cash,SalesPerson_6
2144,CUST1455,Customer_321,Corporate,16-02-2022,17-02-2022,Standard,West,Maharashtra,Furniture,Chair,2,363,10,653.4,64.09,Debit Card,SalesPerson_30
2145,CUST1077,Customer_60,Consumer,08-10-2023,14-10-2023,Express,East,Odisha,Office Supplies,Binder,6,2737,5,15600.9,4414.77,Credit Card,SalesPerson_19
2146,CUST1097,Customer_27,Consumer,19-09-2023,23-09-2023,Express,East,West Bengal,Furniture,Table,5,745,5,3538.75,607.92,Credit Card,SalesPerson_10
2147,CUST1156,Customer_292,Consumer,31-03-2023,01-04-2023,Express,West,Gujarat,Electronics,Mobile,10,2512,10,22608,6160.66,Debit Card,SalesPerson_17
2148,CUST1285,Customer_138,Consumer,12-02-2022,15-02-2022,Standard,South,Kerala,Electronics,Laptop,1,2801,10,2520.9,338.21,Debit Card,SalesPerson_50
2149,CUST1126,Customer_327,Corporate,26-12-2022,29-12-2022,Same Day,East,West Bengal,Office Supplies,Pen,8,2836,10,20419.2,4940.45,Credit Card,SalesPerson_19
2150,CUST1312,Customer_492,Home Office,16-04-2022,20-04-2022,Standard,East,Odisha,Electronics,Tablet,5,366,10,1647,104.88,Cash,SalesPerson_42
2151,CUST1559,Customer_36,Home Office,10-04-2024,16-04-2024,Express,East,West Bengal,Electronics,Mobile,3,1769,0,5307,468.91,Debit Card,SalesPerson_18
2152,CUST1850,Customer_301,Consumer,29-06-2023,04-07-2023,Express,West,Gujarat,Furniture,Chair,9,2752,0,24768,2013.92,UPI,SalesPerson_47
2153,CUST1507,Customer_79,Home Office,28-01-2022,03-02-2022,Same Day,East,West Bengal,Office Supplies,Notebook,8,2261,0,18088,5035.93,Net Banking,SalesPerson_40
2154,CUST1436,Customer_209,Consumer,27-10-2022,30-10-2022,Standard,North,Punjab,Furniture,Table,7,2254,5,14989.1,3087.76,Debit Card,SalesPerson_32
2155,CUST1496,Customer_154,Corporate,08-06-2023,14-06-2023,Express,North,Haryana,Furniture,Desk,1,2204,5,2093.8,167.44,Cash,SalesPerson_30
2156,CUST1396,Customer_60,Corporate,06-04-2023,10-04-2023,Same Day,West,Rajasthan,Office Supplies,Printer Paper,4,673,15,2288.2,310.26,Credit Card,SalesPerson_43
2157,CUST1337,Customer_447,Home Office,22-05-2022,24-05-2022,Same Day,West,Gujarat,Office Supplies,Notebook,3,2693,0,8079,614.13,Net Banking,SalesPerson_45
2158,CUST1318,Customer_287,Home Office,23-01-2024,28-01-2024,Standard,North,Punjab,Office Supplies,Notebook,7,1650,10,10395,2816.18,Net Banking,SalesPerson_5
2159,CUST1991,Customer_14,Corporate,22-10-2023,27-10-2023,Same Day,West,Rajasthan,Electronics,Headphones,1,1137,10,1023.3,259.23,Credit Card,SalesPerson_46
2160,CUST1367,Customer_317,Consumer,21-06-2024,25-06-2024,Express,West,Rajasthan,Office Supplies,Notebook,1,1814,5,1723.3,241.91,Credit Card,SalesPerson_50
2161,CUST1146,Customer_357,Corporate,02-09-2022,03-09-2022,Express,East,Odisha,Office Supplies,Notebook,3,2921,5,8324.85,804.28,Debit Card,SalesPerson_25
2162,CUST1832,Customer_374,Consumer,24-11-2024,30-11-2024,Same Day,South,Karnataka,Furniture,Table,1,1329,10,1196.1,91.1,Credit Card,SalesPerson_23
2163,CUST1700,Customer_309,Home Office,23-01-2023,28-01-2023,Express,North,Punjab,Electronics,Laptop,8,2747,0,21976,1266.98,Cash,SalesPerson_39
2164,CUST1290,Customer_290,Consumer,20-12-2023,25-12-2023,Standard,North,Haryana,Office Supplies,Notebook,2,1179,0,2358,463.79,Cash,SalesPerson_7
2165,CUST1669,Customer_49,Consumer,08-07-2022,15-07-2022,Standard,West,Rajasthan,Furniture,Chair,7,1371,0,9597,2876.33,UPI,SalesPerson_43
2166,CUST1948,Customer_55,Home Office,04-10-2024,06-10-2024,Express,North,Delhi,Furniture,Table,3,2086,10,5632.2,820.62,Cash,SalesPerson_47
2167,CUST1601,Customer_401,Corporate,05-12-2023,11-12-2023,Standard,West,Maharashtra,Furniture,Sofa,8,1812,15,12321.6,2229.92,UPI,SalesPerson_15
2168,CUST1709,Customer_323,Corporate,31-10-2023,03-11-2023,Standard,North,Haryana,Office Supplies,Printer Paper,5,2347,10,10561.5,3269.29,Debit Card,SalesPerson_16
2169,CUST1046,Customer_301,Corporate,23-01-2023,25-01-2023,Express,East,Assam,Electronics,Laptop,1,507,10,456.3,116.86,UPI,SalesPerson_1
2170,CUST1023,Customer_478,Consumer,16-03-2022,23-03-2022,Standard,West,Maharashtra,Office Supplies,Notebook,7,109,15,648.55,104.88,Net Banking,SalesPerson_23
2171,CUST1903,Customer_100,Consumer,27-10-2024,28-10-2024,Express,West,Rajasthan,Furniture,Desk,9,811,15,6204.15,1441.44,Debit Card,SalesPerson_39
2172,CUST1751,Customer_240,Home Office,30-09-2023,01-10-2023,Express,West,Maharashtra,Electronics,Mobile,6,763,10,4120.2,739.58,UPI,SalesPerson_19
2173,CUST1824,Customer_173,Corporate,02-11-2022,08-11-2022,Same Day,East,Assam,Electronics,Headphones,6,639,15,3258.9,599.27,UPI,SalesPerson_31
2174,CUST1046,Customer_204,Consumer,16-10-2022,23-10-2022,Same Day,North,Punjab,Electronics,Laptop,8,2274,0,18192,6147.07,Debit Card,SalesPerson_40
2175,CUST1357,Customer_310,Consumer,06-06-2022,12-06-2022,Express,North,Punjab,Office Supplies,Printer Paper,1,976,0,976,191.1,Credit Card,SalesPerson_6
2176,CUST1364,Customer_161,Corporate,11-07-2024,18-07-2024,Express,East,Assam,Electronics,Tablet,8,1006,5,7645.6,1892.19,Credit Card,SalesPerson_1
2177,CUST1550,Customer_352,Consumer,04-09-2022,07-09-2022,Same Day,South,Kerala,Furniture,Chair,1,832,10,748.8,177.38,Credit Card,SalesPerson_10
2178,CUST1625,Customer_10,Consumer,02-03-2023,05-03-2023,Express,West,Maharashtra,Electronics,Tablet,6,1863,15,9501.3,738.84,Credit Card,SalesPerson_30
2179,CUST1156,Customer_217,Corporate,19-10-2024,20-10-2024,Express,West,Rajasthan,Office Supplies,Printer Paper,7,483,0,3381,249.38,Debit Card,SalesPerson_26
2180,CUST1918,Customer_419,Consumer,17-07-2023,21-07-2023,Standard,West,Maharashtra,Electronics,Mobile,10,222,10,1998,337.44,Debit Card,SalesPerson_49
2181,CUST1394,Customer_374,Corporate,30-12-2022,02-01-2023,Standard,West,Rajasthan,Furniture,Desk,2,187,5,355.3,59.3,Debit Card,SalesPerson_20
2182,CUST1740,Customer_53,Corporate,27-05-2022,03-06-2022,Standard,South,Tamil Nadu,Furniture,Table,3,2723,10,7352.1,2448.31,Debit Card,SalesPerson_35
2183,CUST1992,Customer_16,Corporate,11-05-2022,18-05-2022,Standard,North,Haryana,Electronics,Headphones,8,846,0,6768,1762.01,UPI,SalesPerson_43
2184,CUST1127,Customer_212,Corporate,12-12-2022,18-12-2022,Express,North,Punjab,Furniture,Table,5,602,15,2558.5,597.36,Credit Card,SalesPerson_45
2185,CUST1574,Customer_93,Home Office,14-01-2022,19-01-2022,Standard,North,Delhi,Furniture,Desk,6,2294,10,12387.6,3154.75,Debit Card,SalesPerson_23
2186,CUST1521,Customer_149,Home Office,23-08-2024,26-08-2024,Standard,North,Punjab,Electronics,Tablet,3,1034,10,2791.8,718.4,Debit Card,SalesPerson_10
2187,CUST1793,Customer_171,Corporate,16-05-2024,23-05-2024,Standard,East,West Bengal,Electronics,Mobile,10,1084,0,10840,2406.38,Net Banking,SalesPerson_9
2188,CUST1880,Customer_37,Consumer,21-11-2022,22-11-2022,Express,West,Gujarat,Office Supplies,Pen,7,215,0,1505,177.68,Credit Card,SalesPerson_28
2189,CUST1695,Customer_122,Corporate,07-01-2022,12-01-2022,Standard,West,Maharashtra,Furniture,Table,10,423,15,3595.5,760.91,Debit Card,SalesPerson_8
